"id","customer_id","average_daily_data_usage","average_daily_voice_usage","age_group","location"
"2648",3512706,91,164,"18-30","Copenhagen"
"2649",8604698,92,115,"18-30","Copenhagen"
"2650",9443911,112,109,"18-30","Copenhagen"
"2651",9498779,164,148,"18-30","Copenhagen"
"2652",1625591,120,238,"18-30","Copenhagen"
"2653",8782940,101,96,"18-30","Copenhagen"
"2654",3558740,196,50,"18-30","Copenhagen"
"2655",1239441,133,173,"18-30","Copenhagen"
"2656",9884887,117,131,"18-30","Copenhagen"
"2657",5274732,99,166,"18-30","Copenhagen"
"2658",6833683,113,112,"18-30","Copenhagen"
"2659",7448531,128,196,"18-30","Copenhagen"
"2660",5537153,131,149,"18-30","Copenhagen"
"2661",5544064,129,111,"18-30","Copenhagen"
"2662",4714717,82,126,"18-30","Copenhagen"
"2663",4525624,119,82,"18-30","Copenhagen"
"2664",3196070,80,141,"18-30","Copenhagen"
"2665",6577674,141,182,"18-30","Copenhagen"
"2666",4944428,151,119,"18-30","Copenhagen"
"2667",6751241,17,120,"18-30","Copenhagen"
"2668",7076221,78,186,"18-30","Copenhagen"
"2669",7044929,185,184,"18-30","Copenhagen"
"2670",3445398,80,186,"18-30","Copenhagen"
"2671",1154051,145,146,"18-30","Copenhagen"
"2672",4688431,138,126,"18-30","Copenhagen"
"2673",1693175,171,120,"18-30","Copenhagen"
"2674",1859449,41,115,"18-30","Copenhagen"
"2675",6524348,116,118,"18-30","Copenhagen"
"2676",1420510,123,136,"18-30","Copenhagen"
"2677",3548523,74,118,"18-30","Copenhagen"
"2678",1156872,84,157,"18-30","Copenhagen"
"2679",2916167,90,120,"18-30","Copenhagen"
"2680",4271999,137,172,"18-30","Copenhagen"
"2681",7777985,110,95,"18-30","Copenhagen"
"2682",1087180,88,107,"18-30","Copenhagen"
"2683",3869584,114,82,"18-30","Copenhagen"
"2684",2063409,78,152,"18-30","Copenhagen"
"2685",6288288,102,100,"18-30","Copenhagen"
"2686",2894849,110,187,"18-30","Copenhagen"
"2687",3641308,181,164,"18-30","Copenhagen"
"2688",3122555,104,133,"18-30","Copenhagen"
"2689",8677385,132,79,"18-30","Copenhagen"
"2690",7509533,81,94,"18-30","Copenhagen"
"2691",7122180,109,128,"18-30","Copenhagen"
"2692",9644867,87,125,"18-30","Copenhagen"
"2693",5812299,81,131,"18-30","Copenhagen"
"2694",5137844,120,105,"18-30","Copenhagen"
"2695",6791808,114,77,"18-30","Copenhagen"
"2696",5674341,192,117,"18-30","Copenhagen"
"2697",6506505,106,111,"18-30","Copenhagen"
"2698",5501795,115,112,"18-30","Copenhagen"
"2699",3469739,185,148,"18-30","Copenhagen"
"2700",5842140,150,125,"18-30","Copenhagen"
"2701",5362151,119,126,"18-30","Copenhagen"
"2702",7816600,97,118,"18-30","Copenhagen"
"2703",9446735,129,145,"18-30","Copenhagen"
"2704",4684473,108,122,"18-30","Copenhagen"
"2705",1066407,159,172,"18-30","Copenhagen"
"2706",3334081,122,155,"18-30","Copenhagen"
"2707",3655191,113,135,"18-30","Copenhagen"
"2708",5009363,134,107,"18-30","Copenhagen"
"2709",7590413,98,149,"18-30","Copenhagen"
"2710",2093112,94,127,"18-30","Copenhagen"
"2711",7181191,89,148,"18-30","Copenhagen"
"2712",6826274,85,185,"18-30","Copenhagen"
"2713",9608641,132,134,"18-30","Copenhagen"
"2714",4610304,169,92,"18-30","Copenhagen"
"2715",5147655,121,137,"18-30","Copenhagen"
"2716",4016222,139,200,"18-30","Copenhagen"
"2717",6255712,94,129,"18-30","Copenhagen"
"2718",9991247,124,100,"18-30","Copenhagen"
"2719",8098146,109,200,"18-30","Copenhagen"
"2720",9646935,5,122,"18-30","Copenhagen"
"2721",9467615,68,203,"18-30","Copenhagen"
"2722",4699220,175,113,"18-30","Copenhagen"
"2723",1463384,54,173,"18-30","Copenhagen"
"2724",9638837,166,105,"18-30","Copenhagen"
"2725",6572434,160,115,"18-30","Copenhagen"
"2726",5321668,64,206,"18-30","Copenhagen"
"2727",7754864,183,138,"18-30","Copenhagen"
"2728",3905441,122,172,"18-30","Copenhagen"
"2729",5582523,133,144,"18-30","Copenhagen"
"2730",1351150,150,145,"18-30","Copenhagen"
"2731",6346781,148,108,"18-30","Copenhagen"
"2732",1965278,120,96,"18-30","Copenhagen"
"2733",6794986,134,163,"18-30","Copenhagen"
"2734",4006394,121,153,"18-30","Copenhagen"
"2735",8260207,54,127,"18-30","Copenhagen"
"2736",4785672,163,115,"18-30","Copenhagen"
"2737",7931668,135,155,"18-30","Copenhagen"
"2738",7312625,119,95,"18-30","Copenhagen"
"2739",7320079,81,75,"18-30","Copenhagen"
"2740",9462246,177,192,"18-30","Copenhagen"
"2741",1537871,109,149,"18-30","Copenhagen"
"2742",3988599,129,117,"18-30","Copenhagen"
"2743",6308319,123,131,"18-30","Copenhagen"
"2744",2556570,106,114,"18-30","Copenhagen"
"2745",4275338,104,128,"18-30","Copenhagen"
"2746",7330227,101,182,"18-30","Copenhagen"
"2747",5162875,109,139,"18-30","Copenhagen"
"2748",2598343,112,138,"18-30","Copenhagen"
"2749",4614758,105,106,"18-30","Copenhagen"
"2750",3547207,87,111,"18-30","Copenhagen"
"2751",5385702,167,161,"18-30","Copenhagen"
"2752",5373119,78,139,"18-30","Copenhagen"
"2753",4457533,106,131,"18-30","Copenhagen"
"2754",6642106,80,37,"18-30","Copenhagen"
"2755",8937481,72,106,"18-30","Copenhagen"
"2756",4205650,46,174,"18-30","Copenhagen"
"2757",3395974,104,188,"18-30","Copenhagen"
"2758",9467393,153,133,"18-30","Copenhagen"
"2759",7934824,134,141,"18-30","Copenhagen"
"2760",2180031,120,105,"18-30","Copenhagen"
"2761",2229225,22,132,"18-30","Copenhagen"
"2762",1552337,81,160,"18-30","Copenhagen"
"2763",2906703,90,167,"18-30","Copenhagen"
"2764",6311703,69,88,"18-30","Copenhagen"
"2765",6908466,52,137,"18-30","Copenhagen"
"2766",2846192,60,159,"18-30","Copenhagen"
"2767",9308571,95,146,"18-30","Copenhagen"
"2768",9017348,98,144,"18-30","Copenhagen"
"2769",9193654,64,106,"18-30","Copenhagen"
"2770",6907644,78,180,"18-30","Copenhagen"
"2771",5031663,162,88,"18-30","Copenhagen"
"2772",5912622,122,134,"18-30","Copenhagen"
"2773",9775873,99,113,"18-30","Copenhagen"
"2774",7379487,92,190,"18-30","Copenhagen"
"2775",8176662,55,157,"18-30","Copenhagen"
"2776",2780739,71,115,"18-30","Copenhagen"
"2777",4640187,85,98,"18-30","Copenhagen"
"2778",3691951,120,127,"18-30","Copenhagen"
"2779",5428441,65,161,"18-30","Copenhagen"
"2780",4091529,75,186,"18-30","Copenhagen"
"2781",6607054,75,153,"18-30","Copenhagen"
"2782",6262589,110,167,"18-30","Copenhagen"
"2783",3571230,97,145,"18-30","Copenhagen"
"2784",2137495,143,144,"18-30","Copenhagen"
"2785",7937982,92,131,"18-30","Copenhagen"
"2786",5730258,106,158,"18-30","Copenhagen"
"2787",4942351,90,175,"18-30","Copenhagen"
"2788",8889821,79,191,"18-30","Copenhagen"
"2789",9923547,157,167,"18-30","Copenhagen"
"2790",5804925,82,118,"18-30","Copenhagen"
"2791",6023320,45,134,"18-30","Copenhagen"
"2792",6092041,60,173,"18-30","Copenhagen"
"2793",4935327,128,111,"18-30","Copenhagen"
"2794",5785584,110,83,"18-30","Copenhagen"
"2795",8286035,88,164,"18-30","Copenhagen"
"2796",4895601,111,147,"18-30","Copenhagen"
"2797",2437843,127,122,"18-30","Copenhagen"
"2798",6665331,139,133,"18-30","Copenhagen"
"2799",2919538,87,165,"18-30","Copenhagen"
"2800",1036497,154,118,"18-30","Copenhagen"
"2801",9897193,126,175,"18-30","Copenhagen"
"2802",7771282,49,125,"18-30","Copenhagen"
"2803",2570299,112,129,"18-30","Copenhagen"
"2804",3075919,126,122,"18-30","Copenhagen"
"2805",8487822,102,122,"18-30","Copenhagen"
"2806",5923877,117,131,"18-30","Copenhagen"
"2807",9482954,68,112,"18-30","Copenhagen"
"2808",5202390,111,126,"18-30","Copenhagen"
"2809",6048986,103,104,"18-30","Copenhagen"
"2810",3668286,139,74,"18-30","Copenhagen"
"2811",1088819,102,125,"18-30","Copenhagen"
"2812",6206231,100,169,"18-30","Copenhagen"
"2813",6098163,119,106,"18-30","Copenhagen"
"2814",5805129,153,101,"18-30","Copenhagen"
"2815",9070777,72,115,"18-30","Copenhagen"
"2816",6362376,142,144,"18-30","Copenhagen"
"2817",6943688,94,99,"18-30","Copenhagen"
"2818",6656942,137,196,"18-30","Copenhagen"
"2819",7162745,80,151,"18-30","Copenhagen"
"2820",3556872,99,124,"18-30","Copenhagen"
"2821",6296298,71,110,"18-30","Copenhagen"
"2822",1367618,85,127,"18-30","Copenhagen"
"2823",8146448,68,142,"18-30","Copenhagen"
"2824",4198831,90,149,"18-30","Copenhagen"
"2825",2959030,127,175,"18-30","Copenhagen"
"2826",6448835,122,120,"18-30","Copenhagen"
"2827",2198094,92,131,"18-30","Copenhagen"
"2828",2295708,127,167,"18-30","Copenhagen"
"2829",9662985,93,99,"18-30","Copenhagen"
"2830",9937951,94,74,"18-30","Copenhagen"
"2831",1422062,153,153,"18-30","Copenhagen"
"2832",3023050,235,76,"18-30","Copenhagen"
"2833",9613698,141,101,"18-30","Copenhagen"
"2834",1252147,81,130,"18-30","Copenhagen"
"2835",4728159,78,111,"18-30","Copenhagen"
"2836",7786039,113,102,"18-30","Copenhagen"
"2837",4493409,62,154,"18-30","Copenhagen"
"2838",6517269,95,79,"18-30","Copenhagen"
"2839",3911041,165,144,"18-30","Copenhagen"
"2840",2147236,156,109,"18-30","Vienna"
"2841",2233961,100,32,"18-30","Vienna"
"2842",8459333,54,46,"18-30","Vienna"
"2843",1550514,76,66,"18-30","Vienna"
"2844",8242608,256,92,"18-30","Vienna"
"2845",4704124,74,157,"18-30","Vienna"
"2846",1114965,200,46,"18-30","Vienna"
"2847",6037510,189,99,"18-30","Vienna"
"2848",1227892,153,55,"18-30","Vienna"
"2849",3568499,41,156,"18-30","Vienna"
"2850",1752982,253,103,"18-30","Vienna"
"2851",8437202,170,100,"18-30","Vienna"
"2852",8905368,1,151,"18-30","Vienna"
"2853",4569073,190,109,"18-30","Vienna"
"2854",8599452,76,127,"18-30","Vienna"
"2855",5420706,91,99,"18-30","Vienna"
"2856",8963514,134,79,"18-30","Vienna"
"2857",7204360,212,112,"18-30","Vienna"
"2858",7236197,236,118,"18-30","Vienna"
"2859",3846148,71,32,"18-30","Vienna"
"2860",5710685,10,90,"18-30","Vienna"
"2861",5228611,166,143,"18-30","Vienna"
"2862",3107284,37,23,"18-30","Vienna"
"2863",6347084,200,139,"18-30","Vienna"
"2864",2282544,93,116,"18-30","Vienna"
"2865",6720127,131,47,"18-30","Vienna"
"2866",1594467,400,59,"18-30","Vienna"
"2867",9509561,214,137,"18-30","Vienna"
"2868",5079041,272,76,"18-30","Vienna"
"2869",2306900,68,86,"18-30","Vienna"
"2870",6107695,65,166,"18-30","Vienna"
"2871",6287449,75,188,"18-30","Vienna"
"2872",2981393,147,110,"18-30","Vienna"
"2873",9808508,114,189,"18-30","Vienna"
"2874",2521853,262,107,"18-30","Vienna"
"2875",9129530,178,68,"18-30","Vienna"
"2876",8509312,62,107,"18-30","Vienna"
"2877",3793526,324,76,"18-30","Vienna"
"2878",1450936,123,101,"18-30","Vienna"
"2879",3491766,223,123,"18-30","Vienna"
"2880",3503988,167,68,"18-30","Vienna"
"2881",9550753,188,22,"18-30","Vienna"
"2882",9115116,143,110,"18-30","Vienna"
"2883",5490326,262,101,"18-30","Vienna"
"2884",4972937,26,43,"18-30","Vienna"
"2885",3626354,27,26,"18-30","Vienna"
"2886",8479286,122,18,"18-30","Vienna"
"2887",6107361,199,147,"18-30","Vienna"
"2888",9626259,69,107,"18-30","Vienna"
"2889",5517440,225,51,"18-30","Vienna"
"2890",2068626,305,145,"18-30","Vienna"
"2891",7533558,298,47,"18-30","Vienna"
"2892",1754607,96,185,"18-30","Vienna"
"2893",4141822,338,70,"18-30","Vienna"
"2894",2790297,126,65,"18-30","Vienna"
"2895",6897340,188,102,"18-30","Vienna"
"2896",9662112,1,83,"18-30","Vienna"
"2897",7968716,118,108,"18-30","Vienna"
"2898",2684040,267,58,"18-30","Vienna"
"2899",4076311,73,71,"18-30","Vienna"
"2900",8230819,192,153,"18-30","Vienna"
"2901",6705568,165,113,"18-30","Vienna"
"2902",8914150,43,61,"18-30","Vienna"
"2903",9900533,1,100,"18-30","Vienna"
"2904",1106833,1,102,"18-30","Vienna"
"2905",9988191,202,83,"18-30","Vienna"
"2906",4575836,208,137,"18-30","Vienna"
"2907",2411427,228,104,"18-30","Vienna"
"2908",3849191,317,10,"18-30","Vienna"
"2909",6759605,157,72,"18-30","Vienna"
"2910",9960430,244,141,"18-30","Vienna"
"2911",2486152,96,42,"18-30","Vienna"
"2912",1592838,114,25,"18-30","Vienna"
"2913",9306012,191,94,"18-30","Vienna"
"2914",8233710,168,79,"18-30","Vienna"
"2915",7596524,72,123,"18-30","Vienna"
"2916",5718757,76,64,"18-30","Vienna"
"2917",8843534,110,49,"18-30","Vienna"
"2918",9661908,147,62,"18-30","Vienna"
"2919",4947816,199,62,"18-30","Vienna"
"2920",4329019,216,54,"18-30","Vienna"
"2921",5041739,253,165,"18-30","Vienna"
"2922",3177252,78,26,"18-30","Vienna"
"2923",3373840,373,1,"18-30","Vienna"
"2924",6023438,69,1,"18-30","Vienna"
"2925",1747628,58,2,"18-30","Vienna"
"2926",3186207,175,176,"18-30","Vienna"
"2927",7681880,83,162,"18-30","Vienna"
"2928",8975028,1,100,"18-30","Vienna"
"2929",4767417,200,35,"18-30","Vienna"
"2930",8854306,172,81,"18-30","Vienna"
"2931",2736482,71,110,"18-30","Vienna"
"2932",9389580,1,97,"18-30","Vienna"
"2933",6527978,153,152,"18-30","Vienna"
"2934",9195126,215,84,"18-30","Vienna"
"2935",1039258,170,66,"18-30","Vienna"
"2936",7320819,195,135,"18-30","Vienna"
"2937",6504215,222,166,"18-30","Vienna"
"2938",1549137,89,93,"18-30","Vienna"
"2939",6309048,181,144,"18-30","Vienna"
"2940",6381874,166,70,"18-30","Vienna"
"2941",6867473,200,119,"18-30","Vienna"
"2942",1655630,186,160,"18-30","Vienna"
"2943",6357261,246,43,"18-30","Vienna"
"2944",5257316,150,80,"18-30","Vienna"
"2945",8979047,57,157,"18-30","Vienna"
"2946",2286709,95,149,"18-30","Vienna"
"2947",6321923,31,16,"18-30","Vienna"
"2948",7074387,279,85,"18-30","Vienna"
"2949",7186033,213,47,"18-30","Vienna"
"2950",9373825,134,70,"18-30","Vienna"
"2951",5312649,196,99,"18-30","Vienna"
"2952",5630069,145,70,"18-30","Vienna"
"2953",6904707,230,56,"18-30","Vienna"
"2954",3073806,38,177,"18-30","Vienna"
"2955",9941681,177,65,"18-30","Vienna"
"2956",4884062,192,168,"18-30","Vienna"
"2957",8056310,119,56,"18-30","Vienna"
"2958",3382949,249,104,"18-30","Vienna"
"2959",7864103,274,74,"18-30","Vienna"
"2960",9892301,83,121,"18-30","Vienna"
"2961",1804665,187,67,"18-30","Vienna"
"2962",5788653,84,66,"18-30","Vienna"
"2963",7045559,217,113,"18-30","Vienna"
"2964",1774199,223,86,"18-30","Vienna"
"2965",4503395,148,40,"18-30","Vienna"
"2966",9601920,190,133,"18-30","Vienna"
"2967",5096410,158,105,"18-30","Vienna"
"2968",5491018,120,84,"18-30","Vienna"
"2969",3208359,143,90,"18-30","Vienna"
"2970",4187579,177,73,"18-30","Vienna"
"2971",2482632,109,69,"18-30","Vienna"
"2972",1416580,218,108,"18-30","Vienna"
"2973",4307143,194,95,"18-30","Vienna"
"2974",6390995,158,133,"18-30","Vienna"
"2975",5875683,134,104,"18-30","Vienna"
"2976",8694294,385,42,"18-30","Vienna"
"2977",9986416,154,129,"18-30","Vienna"
"2978",9045733,204,102,"18-30","Vienna"
"2979",2979298,66,70,"18-30","Vienna"
"2980",1108302,171,123,"18-30","Vienna"
"2981",1528628,122,86,"18-30","Vienna"
"2982",8352110,46,65,"18-30","Vienna"
"2983",7721740,226,95,"18-30","Vienna"
"2984",9477350,127,63,"18-30","Vienna"
"2985",4556846,186,43,"18-30","Vienna"
"2986",4913829,146,112,"18-30","Vienna"
"2987",3330144,206,125,"18-30","Vienna"
"2988",8265837,1,209,"18-30","Vienna"
"2989",9968173,25,121,"18-30","Vienna"
"2990",1815421,24,67,"18-30","Vienna"
"2991",7627575,242,1,"18-30","Vienna"
"2992",2085090,34,72,"18-30","Vienna"
"2993",9276466,228,26,"18-30","Vienna"
"2994",1224566,77,130,"18-30","Vienna"
"2995",6592122,161,37,"18-30","Vienna"
"2996",2949807,182,18,"18-30","Vienna"
"2997",9907495,133,81,"18-30","Vienna"
"2998",7257048,121,84,"18-30","Vienna"
"2999",3955150,117,14,"18-30","Vienna"
"3000",9406004,217,134,"18-30","Vienna"
"3001",2076791,90,113,"18-30","Vienna"
"3002",2192651,341,123,"18-30","Vienna"
"3003",6194251,82,86,"18-30","Vienna"
"3004",6450274,276,111,"18-30","Vienna"
"3005",5004368,271,88,"18-30","Vienna"
"3006",6071755,14,36,"18-30","Vienna"
"3007",3349872,87,11,"18-30","Vienna"
"3008",5707857,163,152,"18-30","Vienna"
"3009",6111531,138,27,"18-30","Vienna"
"3010",3787656,261,99,"18-30","Vienna"
"3011",4399923,164,65,"18-30","Vienna"
"3012",8517177,154,73,"18-30","Vienna"
"3013",5609745,129,74,"18-30","Vienna"
"3014",4807685,237,73,"18-30","Vienna"
"3015",5563573,272,94,"18-30","Vienna"
"3016",3853381,212,138,"18-30","Vienna"
"3017",1709063,306,128,"18-30","Vienna"
"3018",5333830,125,40,"18-30","Vienna"
"3019",8962980,274,93,"18-30","Vienna"
"3020",8942320,173,137,"18-30","Vienna"
"3021",4379579,281,122,"18-30","Vienna"
"3022",3786704,162,107,"18-30","Vienna"
"3023",6009648,274,61,"18-30","Vienna"
"3024",1189909,105,92,"18-30","Vienna"
"3025",7487870,96,94,"18-30","Vienna"
"3026",9679100,176,125,"18-30","Vienna"
"3027",3147008,170,8,"18-30","Vienna"
"3028",3745491,81,71,"18-30","Vienna"
"3029",9491591,144,86,"18-30","Vienna"
"3030",5546892,163,20,"18-30","Vienna"
"3031",3789201,81,101,"18-30","Vienna"
"3032",2778883,174,127,"18-30","Vienna"
"3033",7466802,14,120,"18-30","Vienna"
"3034",1208643,215,105,"18-30","Vienna"
"3035",7109370,174,38,"18-30","Vienna"
"3036",9177685,115,110,"18-30","Vienna"
"3037",6445866,59,117,"18-30","Vienna"
"3038",5977315,284,60,"18-30","Vienna"
"3039",9456983,46,89,"18-30","Vienna"
"3040",9197112,181,95,"18-30","Vienna"
"3041",6392787,153,83,"18-30","Vienna"
"3042",8193654,1,87,"18-30","Vienna"
"3043",9282731,92,187,"18-30","Vienna"
"3044",8688775,90,215,"18-30","Vienna"
"3045",7345625,156,152,"18-30","Vienna"
"3046",3991945,65,122,"18-30","Vienna"
"3047",8858509,201,49,"18-30","Vienna"
"3048",8247290,189,169,"18-30","Vienna"
"3049",1704904,166,113,"18-30","Vienna"
"3050",8865167,223,118,"18-30","Vienna"
"3051",4162583,224,66,"18-30","Vienna"
"3052",2915077,172,130,"18-30","Vienna"
"3053",5956680,281,85,"18-30","Vienna"
"3054",5016462,181,73,"18-30","Vienna"
"3055",1950389,117,81,"18-30","Vienna"
"3056",6699144,130,89,"18-30","Vienna"
"3057",9686713,58,79,"18-30","Vienna"
"3058",2003527,73,138,"18-30","Vienna"
"3059",8536125,103,64,"18-30","Vienna"
"3060",4469257,132,50,"18-30","Vienna"
"3061",9107918,112,160,"18-30","Vienna"
"3062",2675747,126,41,"18-30","Vienna"
"3063",9402060,209,104,"18-30","Vienna"
"3064",2099742,43,47,"18-30","Vienna"
"3065",8636022,224,62,"18-30","Vienna"
"3066",6336258,202,139,"18-30","Vienna"
"3067",8536294,202,56,"18-30","Vienna"
"3068",8952166,243,79,"18-30","Vienna"
"3069",8116479,142,40,"18-30","Vienna"
"3070",1453547,260,82,"18-30","Vienna"
"3071",3179385,139,137,"18-30","Vienna"
"3072",7388817,72,84,"18-30","Vienna"
"3073",7461221,158,144,"18-30","Vienna"
"3074",3172811,140,73,"18-30","Vienna"
"3075",1890339,106,130,"18-30","Vienna"
"3076",1714343,78,113,"18-30","Vienna"
"3077",4941569,166,91,"18-30","Vienna"
"3078",4448586,266,50,"18-30","Vienna"
"3079",1345753,67,125,"18-30","Vienna"
"3080",5926791,164,141,"18-30","Vienna"
"3081",5231990,197,103,"18-30","Vienna"
"3082",7135282,115,1,"18-30","Vienna"
"3083",9475610,274,49,"18-30","Vienna"
"3084",6588127,108,186,"18-30","Vienna"
"3085",3093963,151,109,"18-30","Vienna"
"3086",7479588,157,49,"18-30","Vienna"
"3087",7962160,74,152,"18-30","Vienna"
"3088",1690229,130,110,"18-30","Vienna"
"3089",2081449,127,39,"18-30","Vienna"
"3090",7837464,112,105,"18-30","Vienna"
"3091",6060753,28,55,"18-30","Vienna"
"3092",1812385,118,134,"18-30","Vienna"
"3093",6237860,135,7,"18-30","Vienna"
"3094",1764049,192,135,"18-30","Vienna"
"3095",1890218,169,160,"18-30","Vienna"
"3096",6398291,147,178,"18-30","Vienna"
"3097",2439030,270,136,"18-30","Vienna"
"3098",2930349,72,125,"18-30","Vienna"
"3099",4298532,163,120,"18-30","Vienna"
"3100",7686126,118,127,"18-30","Vienna"
"3101",4504416,194,101,"18-30","Vienna"
"3102",1028795,177,50,"18-30","Vienna"
"3103",3651649,198,51,"18-30","Vienna"
"3104",7881590,267,150,"18-30","Vienna"
"3105",3038275,121,104,"18-30","Vienna"
"3106",8352862,106,146,"18-30","Vienna"
"3107",5644779,183,124,"18-30","Vienna"
"3108",8717198,97,137,"18-30","Vienna"
"3109",9936301,168,58,"18-30","Vienna"
"3110",6193877,205,157,"18-30","Vienna"
"3111",1935892,139,104,"18-30","Vienna"
"3112",4845492,180,3,"18-30","Vienna"
"3113",8600618,76,128,"18-30","Vienna"
"3114",5046298,93,84,"18-30","Vienna"
"3115",8010237,213,95,"18-30","Vienna"
"3116",9461621,42,90,"18-30","Vienna"
"3117",2227702,158,1,"18-30","Vienna"
"3118",4104523,193,49,"18-30","Vienna"
"3119",6033685,246,117,"18-30","Vienna"
"3120",8305161,203,88,"18-30","Vienna"
"3121",6514155,135,66,"18-30","Vienna"
"3122",7134090,90,82,"18-30","Vienna"
"3123",4878975,120,88,"18-30","Vienna"
"3124",6048496,220,156,"18-30","Vienna"
"3125",8929982,1,1,"18-30","Vienna"
"3126",8937141,165,64,"18-30","Vienna"
"3127",9358960,226,110,"18-30","Vienna"
"3128",9109325,360,136,"18-30","Vienna"
"3129",7460472,124,24,"18-30","Vienna"
"3130",6315083,278,29,"18-30","Vienna"
"3131",8931043,73,102,"18-30","Vienna"
"3132",1636644,231,86,"18-30","Vienna"
"3133",8163340,146,44,"18-30","Vienna"
"3134",5448325,160,46,"18-30","Vienna"
"3135",1939745,128,65,"18-30","Vienna"
"3136",6076209,1,190,"18-30","Vienna"
"3137",9066188,236,132,"18-30","Vienna"
"3138",5813632,121,67,"18-30","Vienna"
"3139",2267246,1,116,"18-30","Vienna"
"3140",9343035,49,176,"18-30","Vienna"
"3141",4237589,19,134,"18-30","Vienna"
"3142",8312556,130,65,"18-30","Vienna"
"3143",6640712,1,154,"18-30","Vienna"
"3144",6522933,280,29,"18-30","Vienna"
"3145",4939605,230,62,"18-30","Vienna"
"3146",5304708,159,40,"18-30","Vienna"
"3147",3066237,84,107,"18-30","Vienna"
"3148",1874703,156,37,"18-30","Vienna"
"3149",6683489,43,1,"18-30","Vienna"
"3150",4605757,216,41,"18-30","Vienna"
"3151",9371605,296,174,"18-30","Vienna"
"3152",9925763,140,85,"18-30","Vienna"
"3153",1433243,173,39,"18-30","Vienna"
"3154",8547970,206,88,"18-30","Vienna"
"3155",3788399,242,84,"18-30","Vienna"
"3156",5169141,290,39,"18-30","Vienna"
"3157",6036338,165,152,"18-30","Vienna"
"3158",2486925,10,138,"18-30","Vienna"
"3159",3272360,224,179,"18-30","Vienna"
"3160",7218693,127,59,"18-30","Vienna"
"3161",1161347,117,142,"18-30","Vienna"
"3162",7660062,154,87,"18-30","Vienna"
"3163",3163238,66,19,"18-30","Vienna"
"3164",1167890,167,1,"18-30","Vienna"
"3165",3444388,181,92,"18-30","Vienna"
"3166",5725305,218,124,"18-30","Vienna"
"3167",3715863,155,133,"18-30","Vienna"
"3168",2371234,101,77,"18-30","Vienna"
"3169",7084988,169,102,"18-30","Vienna"
"3170",6306556,138,95,"18-30","Vienna"
"3171",4147951,148,67,"18-30","Vienna"
"3172",9111113,203,108,"18-30","Vienna"
"3173",2286298,133,28,"18-30","Vienna"
"3174",7447546,158,96,"18-30","Vienna"
"3175",8188495,49,162,"18-30","Vienna"
"3176",7692366,219,154,"18-30","Vienna"
"3177",4458494,54,71,"18-30","Vienna"
"3178",5142483,27,28,"18-30","Vienna"
"3179",8526281,200,37,"18-30","Vienna"
"3180",3448888,34,80,"18-30","Vienna"
"3181",6843888,201,59,"18-30","Vienna"
"3182",7486113,26,140,"18-30","Vienna"
"3183",7669399,31,182,"18-30","Vienna"
"3184",1147733,85,104,"18-30","Vienna"
"3185",4579001,233,169,"18-30","Vienna"
"3186",7741051,161,126,"18-30","Vienna"
"3187",8234940,75,80,"18-30","Vienna"
"3188",1871687,123,142,"18-30","Vienna"
"3189",1511432,8,52,"18-30","Vienna"
"3190",8535914,35,110,"18-30","Vienna"
"3191",4143520,145,91,"18-30","Vienna"
"3192",1950687,48,50,"18-30","Vienna"
"3193",6408449,71,43,"18-30","Vienna"
"3194",3663242,162,52,"18-30","Vienna"
"3195",8061102,1,139,"18-30","Vienna"
"3196",5607683,160,29,"18-30","Vienna"
"3197",5220159,110,141,"18-30","Vienna"
"3198",7334737,248,56,"18-30","Vienna"
"3199",5740866,70,1,"18-30","Vienna"
"3200",2469963,58,117,"18-30","Vienna"
"3201",5257996,214,85,"18-30","Vienna"
"3202",5960594,21,98,"18-30","Vienna"
"3203",7277113,167,60,"18-30","Vienna"
"3204",1610229,117,67,"18-30","Vienna"
"3205",2409462,134,134,"18-30","Vienna"
"3206",2527488,162,76,"18-30","Vienna"
"3207",4986192,60,152,"18-30","Vienna"
"3208",8032672,254,131,"18-30","Vienna"
"3209",9147617,186,125,"18-30","Vienna"
"3210",5278085,19,74,"18-30","Vienna"
"3211",5036124,111,24,"18-30","Vienna"
"3212",8402758,191,114,"18-30","Vienna"
"3213",3173823,204,63,"18-30","Vienna"
"3214",8258871,153,35,"18-30","Vienna"
"3215",3636516,156,93,"18-30","Vienna"
"3216",1936278,267,174,"18-30","Vienna"
"3217",8900737,196,36,"18-30","Vienna"
"3218",6650183,197,66,"18-30","Vienna"
"3219",6638063,229,94,"18-30","Vienna"
"3220",2547879,174,110,"18-30","Vienna"
"3221",1305976,66,104,"18-30","Vienna"
"3222",1217760,144,80,"18-30","Vienna"
"3223",3154692,166,166,"18-30","Vienna"
"3224",1988420,146,106,"18-30","Vienna"
"3225",4836454,59,76,"18-30","Vienna"
"3226",6003059,1,92,"18-30","Vienna"
"3227",4978394,135,96,"18-30","Vienna"
"3228",4295839,161,161,"18-30","Vienna"
"3229",3894459,125,90,"18-30","Vienna"
"3230",5879622,13,105,"18-30","Vienna"
"3231",7378818,58,113,"18-30","Vienna"
"3232",5443329,136,134,"18-30","Vienna"
"3233",8980359,198,98,"18-30","Vienna"
"3234",2553144,128,113,"18-30","Vienna"
"3235",6601161,174,131,"18-30","Vienna"
"3236",5505509,120,1,"18-30","Vienna"
"3237",9114795,224,13,"18-30","Vienna"
